model, timeTrain, timeTest, acc
ModelFCN-Torch-p100-b128-e5, 7.5542387962341, 10.256474971771, 0.82536199092865
ModelFCN-Torch-p100-b128-e5, 7.850921869278, 10.435189008713, 0.75647002197802
ModelFCN-Torch-p100-b128-e5, 7.5465669631958, 10.169625997543, 0.58443958512507
ModelFCN-Torch-p100-b128-e5, 7.5991821289062, 10.29585814476, 0.85765942335129
ModelFCN-Torch-p100-b128-e5, 7.478935956955, 10.06139087677, 0.82329544425011
ModelFCN-Torch-p100-b128-e5, 7.5006549358368, 10.250973939896, 0.86115689277649
ModelFCN-Torch-p100-b128-e5, 7.4714839458466, 10.221729040146, 0.62080990700051
ModelFCN-Torch-p100-b128-e5, 7.4836828708649, 10.155356884003, 0.88629921674728
ModelFCN-Torch-p100-b128-e5, 7.4634680747986, 9.980544090271, 0.85835603475571
ModelFCN-Torch-p100-b128-e5, 7.5496151447296, 10.101154088974, 0.78702858500183
