model, timeTrain, timeTest, acc
ModelFCN-Keras-p64-b128-e1, 0.657, 0.075, 0.915
ModelFCN-Keras-p64-b128-e1, 0.761, 0.071, 0.928
ModelFCN-Keras-p64-b128-e1, 0.706, 0.071, 0.935
ModelFCN-Keras-p64-b128-e1, 0.661, 0.067, 0.941
ModelFCN-Keras-p64-b128-e1, 0.713, 0.140, 0.948
ModelFCN-Keras-p64-b128-e1, 0.682, 0.075, 0.952
ModelFCN-Keras-p64-b128-e1, 0.649, 0.073, 0.954
ModelFCN-Keras-p64-b128-e1, 0.737, 0.070, 0.957
ModelFCN-Keras-p64-b128-e1, 0.757, 0.069, 0.958
ModelFCN-Keras-p64-b128-e1, 0.822, 0.072, 0.960
