model, timeTrain, timeTest, acc
ModelFCN-Keras-p1024-b128-e5, 29.290, 0.534, 0.931
ModelFCN-Keras-p1024-b128-e5, 30.657, 0.621, 0.951
ModelFCN-Keras-p1024-b128-e5, 30.975, 0.480, 0.964
ModelFCN-Keras-p1024-b128-e5, 30.954, 0.567, 0.969
ModelFCN-Keras-p1024-b128-e5, 32.029, 0.602, 0.972
ModelFCN-Keras-p1024-b128-e5, 30.713, 0.549, 0.974
ModelFCN-Keras-p1024-b128-e5, 28.793, 0.493, 0.975
ModelFCN-Keras-p1024-b128-e5, 29.262, 0.486, 0.977
ModelFCN-Keras-p1024-b128-e5, 29.838, 0.582, 0.978
ModelFCN-Keras-p1024-b128-e5, 33.139, 0.518, 0.978
