model, timeTrain, timeTest, acc
ModelFCN-Keras-p128-b128-e10, 10.785, 0.100, 0.963
ModelFCN-Keras-p128-b128-e10, 10.441, 0.139, 0.972
ModelFCN-Keras-p128-b128-e10, 10.862, 0.156, 0.975
ModelFCN-Keras-p128-b128-e10, 10.099, 0.176, 0.978
ModelFCN-Keras-p128-b128-e10, 10.372, 0.087, 0.978
ModelFCN-Keras-p128-b128-e10, 11.747, 0.097, 0.979
ModelFCN-Keras-p128-b128-e10, 12.440, 0.181, 0.979
ModelFCN-Keras-p128-b128-e10, 11.295, 0.099, 0.979
ModelFCN-Keras-p128-b128-e10, 12.030, 0.115, 0.979
ModelFCN-Keras-p128-b128-e10, 10.826, 0.114, 0.979
