model, timeTrain, timeTest, acc
ModelFCN-Caffe-p100-b128-e10, 8.342, 0.105, 0.949
ModelFCN-Caffe-p100-b128-e10, 8.564, 0.099, 0.948
ModelFCN-Caffe-p100-b128-e10, 8.873, 0.066, 0.951
ModelFCN-Caffe-p100-b128-e10, 8.540, 0.114, 0.954
ModelFCN-Caffe-p100-b128-e10, 8.111, 0.105, 0.952
ModelFCN-Caffe-p100-b128-e10, 8.890, 0.112, 0.949
ModelFCN-Caffe-p100-b128-e10, 7.945, 0.107, 0.951
ModelFCN-Caffe-p100-b128-e10, 8.265, 0.113, 0.947
ModelFCN-Caffe-p100-b128-e10, 8.394, 0.064, 0.952
ModelFCN-Caffe-p100-b128-e10, 8.318, 0.115, 0.950
