model, timeTrain, timeTest, acc
ModelFCN-Caffe-p128-b128-e1, 1.114, 0.115, 0.887
ModelFCN-Caffe-p128-b128-e1, 0.792, 0.111, 0.889
ModelFCN-Caffe-p128-b128-e1, 1.076, 0.112, 0.890
ModelFCN-Caffe-p128-b128-e1, 1.008, 0.079, 0.888
ModelFCN-Caffe-p128-b128-e1, 1.108, 0.098, 0.889
ModelFCN-Caffe-p128-b128-e1, 1.109, 0.080, 0.892
ModelFCN-Caffe-p128-b128-e1, 0.892, 0.103, 0.890
ModelFCN-Caffe-p128-b128-e1, 0.997, 0.108, 0.890
ModelFCN-Caffe-p128-b128-e1, 1.005, 0.088, 0.892
ModelFCN-Caffe-p128-b128-e1, 0.934, 0.116, 0.891
