model, timeTrain, timeTest, acc
ModelFCN-Caffe-p512-b128-e10, 14.756, 0.143, 0.956
ModelFCN-Caffe-p512-b128-e10, 14.806, 0.145, 0.956
ModelFCN-Caffe-p512-b128-e10, 15.045, 0.134, 0.956
ModelFCN-Caffe-p512-b128-e10, 14.947, 0.135, 0.955
ModelFCN-Caffe-p512-b128-e10, 14.785, 0.176, 0.954
ModelFCN-Caffe-p512-b128-e10, 14.546, 0.130, 0.956
ModelFCN-Caffe-p512-b128-e10, 14.992, 0.210, 0.957
ModelFCN-Caffe-p512-b128-e10, 14.653, 0.132, 0.955
ModelFCN-Caffe-p512-b128-e10, 15.235, 0.125, 0.955
ModelFCN-Caffe-p512-b128-e10, 14.864, 0.144, 0.957
