model, timeTrain, timeTest, acc
ModelFCNN-Caffe-p512-b128-e10, 24.390, 0.211, 0.931
ModelFCNN-Caffe-p512-b128-e10, 24.272, 0.269, 0.933
ModelFCNN-Caffe-p512-b128-e10, 24.259, 0.211, 0.933
ModelFCNN-Caffe-p512-b128-e10, 25.778, 0.213, 0.931
ModelFCNN-Caffe-p512-b128-e10, 24.835, 0.200, 0.933
ModelFCNN-Caffe-p512-b128-e10, 24.150, 0.212, 0.933
ModelFCNN-Caffe-p512-b128-e10, 24.282, 0.206, 0.931
ModelFCNN-Caffe-p512-b128-e10, 24.323, 0.203, 0.932
ModelFCNN-Caffe-p512-b128-e10, 24.316, 0.205, 0.932
ModelFCNN-Caffe-p512-b128-e10, 24.196, 0.215, 0.932
