model, timeTrain, timeTest, acc
ModelFCN-Keras-p1024-b128-e10, 42.061, 0.153, 0.973
ModelFCN-Keras-p1024-b128-e10, 43.859, 0.153, 0.979
ModelFCN-Keras-p1024-b128-e10, 44.125, 0.153, 0.981
ModelFCN-Keras-p1024-b128-e10, 44.267, 0.157, 0.982
ModelFCN-Keras-p1024-b128-e10, 44.749, 0.153, 0.982
ModelFCN-Keras-p1024-b128-e10, 45.211, 0.147, 0.982
ModelFCN-Keras-p1024-b128-e10, 45.210, 0.148, 0.982
ModelFCN-Keras-p1024-b128-e10, 45.399, 0.147, 0.983
ModelFCN-Keras-p1024-b128-e10, 46.026, 0.149, 0.982
ModelFCN-Keras-p1024-b128-e10, 46.772, 0.148, 0.983
