model, timeTrain, timeTest, acc
ModelFCN-Keras-p512-b128-e5, 10.097, 0.093, 0.957
ModelFCN-Keras-p512-b128-e5, 10.842, 0.086, 0.972
ModelFCN-Keras-p512-b128-e5, 11.030, 0.091, 0.976
ModelFCN-Keras-p512-b128-e5, 11.211, 0.090, 0.979
ModelFCN-Keras-p512-b128-e5, 11.117, 0.085, 0.980
ModelFCN-Keras-p512-b128-e5, 11.116, 0.086, 0.980
ModelFCN-Keras-p512-b128-e5, 11.162, 0.088, 0.980
ModelFCN-Keras-p512-b128-e5, 11.303, 0.094, 0.980
ModelFCN-Keras-p512-b128-e5, 11.316, 0.093, 0.981
ModelFCN-Keras-p512-b128-e5, 11.217, 0.086, 0.981
