model, timeTrain, timeTest, acc
ModelFCN-Keras-p64-b128-e5, 2.230, 0.034, 0.951
ModelFCN-Keras-p64-b128-e5, 2.375, 0.034, 0.963
ModelFCN-Keras-p64-b128-e5, 2.401, 0.035, 0.970
ModelFCN-Keras-p64-b128-e5, 2.420, 0.035, 0.973
ModelFCN-Keras-p64-b128-e5, 2.588, 0.036, 0.975
ModelFCN-Keras-p64-b128-e5, 2.405, 0.035, 0.975
ModelFCN-Keras-p64-b128-e5, 2.395, 0.035, 0.975
ModelFCN-Keras-p64-b128-e5, 2.435, 0.040, 0.976
ModelFCN-Keras-p64-b128-e5, 2.398, 0.035, 0.976
ModelFCN-Keras-p64-b128-e5, 2.439, 0.034, 0.975
