model, timeTrain, timeTest, acc
ModelFCN-Caffe-p1024-b128-e10, 28.820, 0.194, 0.957
ModelFCN-Caffe-p1024-b128-e10, 29.080, 0.193, 0.957
ModelFCN-Caffe-p1024-b128-e10, 26.672, 0.214, 0.957
ModelFCN-Caffe-p1024-b128-e10, 28.310, 0.188, 0.957
ModelFCN-Caffe-p1024-b128-e10, 27.980, 0.189, 0.957
ModelFCN-Caffe-p1024-b128-e10, 28.651, 0.183, 0.958
ModelFCN-Caffe-p1024-b128-e10, 28.031, 0.194, 0.958
ModelFCN-Caffe-p1024-b128-e10, 28.599, 0.190, 0.957
ModelFCN-Caffe-p1024-b128-e10, 27.014, 0.185, 0.958
ModelFCN-Caffe-p1024-b128-e10, 27.394, 0.185, 0.958
